collection;rayon;espece_fleur;nb_insecte;nb_espece_insecte;nb_famille_insecte;nb_ordre_insecte;log_nb_insecte;log_nb_espece_insecte;log_nb_famille_insecte;log_nb_ordre_insecte;UA_code_2018_simp;ville;part_dist_centre;bn;bd;bh;bc;bf;bam;bastd;bw;bhw;oso_1;oso_2;oso_3;oso_4;oso_5;oso_6;oso_7;oso_8;oso_9;oso_10;oso_12;oso_13;oso_14;oso_15;oso_16;oso_17;oso_18;oso_19;oso_20;oso_21;oso_23;OSO_F1;OSO_F2;OSO_F3;OSO_F4;log_p11100;log_p11210;log_p11220;log_p11230;log_p11240;log_p11300;log_p12100;log_p12220;log_p13400;log_p14100;log_p14200;log_p21000;log_p23000;log_p31000;log_p50000;UA_F1;UA_F2;UA_F3;UA_F4
940;500;Taraxacum_sp;9;6;4;3;1;0,84509804;0,698970004;0,602059991;23000;Rennes;0,183706986;107;0,04050213;0,245754139;0,852545311;0,011854073;504,9969737;1101,213922;0,706504366;0,347845181;0;0,159413341;0,097390787;0;0,028832799;0,047542082;0,010379808;0;0,002178478;0,072658653;0;0,484519165;0;0,004100665;0,075093423;0,017427825;0;0;0;0;0,000768875;-2,452;-0,619;0,417;2,558;0;0,621424169;0,531048625;0;0;0,567376472;1,396851351;0,661252908;0,35582315;0;0;1,044096836;1,705276319;0;0,543961028;-1,068846038;0,15214978;-0,236788337;2,109687969
949;500;Taraxacum_sp;7;7;6;3;0,903089987;0,903089987;0,84509804;0,602059991;21000;Paris;0,61729842;380;0,036471688;0,164201762;0,593032907;0,056356757;136,850583;161,7835586;0,616494841;0,266347341;0;0,257188565;0,130836834;0;0,003075499;0,154031218;0;0;0;0,066123219;0,000384437;0,249371673;0;0;0,124557691;0,005125831;0;0;0;0;0,008970204;-1,754;-0,887;2,265;-1,616;0;0,934625746;1,263603919;1,104577764;0;0;0,389990254;0,657043533;0,013902647;0,299298077;0,747086491;1,452753267;1,009113265;1,217688102;0;-0,485661913;2,539148979;1,923584361;-1,171883572
950;500;Taraxacum_sp;8;7;5;4;0,954242509;0,903089987;0,77815125;0,698970004;12100;Douai;0,103214609;938;0,148000984;1,032330504;0,4686231;0,095935797;281,7297068;894,0572121;0,353043289;2,924090437;0,00089702;0,574605643;0,319851848;0,004356956;0;0;0;0;0;0;0;0,053180496;0;0;0,04062221;0,006279143;0;0;0;0;0;4,638;-1,072;0,345;-1,237;0;0,953067998;0,997569208;1,428059006;0;0;1,528854103;1,084312426;0;0;1,095827811;0;0;0,350204165;0;1,33177827;1,127769061;2,108183756;-0,235960047
975;500;Taraxacum_sp;7;5;3;4;0,903089987;0,77815125;0,602059991;0,698970004;21000;Reims;0,520215961;0;0;0;;0;0;;1;0;0;0,002947353;0,21156867;0,007560601;0,081628857;0,420189988;0,007176163;0;0;0,016530805;0,097518933;0,11943186;0;0;0,036265254;0;0;0;0;0;0;-4,134;-3,763;0,216;0,446;0;0;0;0;0;0;0;0,552967438;0;0;0;1,989377532;0;0;0;-1,5698225;-1,027512701;-0,855003613;-1,658762817
978;500;Taraxacum_sp;2;2;1;1;0,477121255;0,477121255;0,301029996;0,301029996;11210;Avignon;0,215377731;1703;0,228663334;1,190798501;0,566835917;0,110381833;300,806483;495,0669643;0,293083127;4,06300599;0,002819207;0,489388705;0,456070804;0;0;0,00089702;0;0;0;0;0;0,005894706;0,012558286;0,007816892;0,004100665;0,007816892;0,008713913;0,003459936;0;0,000128146;0;4,883;3,297;-0,505;-0,026;0,290198295;1,831756859;0,814647866;0;0;0;1,243310208;0,996766661;0;0;0;0;0;0;0;2,306423156;0,257582727;-0,854464838;0,140202138
983;500;Taraxacum_sp;9;7;5;3;1;0,903089987;0,77815125;0,602059991;14100;Paris;0,301680478;274;0,0400083;0,327584294;0,442354361;0,055390278;386,8954494;688,9869815;0,557264947;0,587842993;0,000768875;0,107258011;0,223229935;0,000512583;0,000512583;0;0;0;0;0,003972519;0;0,208365026;0;0;0,434798606;0,004100665;0;0;0;0;0,016402659;0,678;-2,084;-0,734;-1,039;0;0,420703967;0,128062467;0;0;0;0,493115145;0,514446695;0;1,957572229;0;0;0;0;0,634443325;0,797723037;-1,480145349;-0,070431199;-1,075929474
1024;500;Taraxacum_sp;4;4;4;2;0,698970004;0,698970004;0,698970004;0,477121255;21000;Angouleme;0,782422467;239;0,028770355;0,151440072;0,512209018;0,057239321;212,5204587;216,6633014;0,574381571;0,263657609;0;0,153518635;0,043825854;0;0,003588082;0,217078938;0,000384437;0;0,012558286;0,039340752;0;0,415320448;0,003588082;0,008713913;0,068429842;0,017171533;0,01486491;0,001922187;0;0;0;-2,175;2,441;0,775;1,971;0;0;0;0;1,183712596;0;0;0,618879483;0;0;0,753322661;1,72080421;1,425412047;0,025708223;0;-2,326824972;-0,175411254;0,366616395;0,621452129
1034;500;Taraxacum_sp;10;9;6;3;1,041392685;1;0,84509804;0,602059991;31000;Mulhouse;1,115933582;2;0,000478471;0,002587043;1;0;186,69;129,7328812;1;0,002587043;0,000256292;0,05881891;0,081500711;0,004869539;0;0;0,000256292;0,033574192;0,008713913;0,16095109;0;0;0;0,001409603;0,335613778;0,046260624;0,029986111;0,000128146;0;0;0,23732597;-3,690;0,649;-3,011;1,246;0;0;0;0;0;0;0;0,332949887;0;0;0;0,46146819;1,117453595;1,744808616;1,486343337;-2,445204627;-2,090208345;0,675479879;-0,663355477
1040;500;Taraxacum_sp;22;15;7;3;1,361727836;1,204119983;0,903089987;0,602059991;21000;Rennes;0,329709271;801;0,114134767;0,643385309;0,768371549;0,058587877;161,5867522;200,4898129;0,377779495;1,703071017;0;0,485031748;0,204392507;0;0,000128146;0,063688449;0;0;0;0,138141143;0;0,086242105;0,000128146;0,003459936;0,01332716;0,004741394;0,000128146;0;0;0;0;1,485;1,857;2,807;-0,092;0;1,737859683;1,238360669;0;0;0;0;0,815023745;0;0,024556112;0;1,361242263;0,44731651;0;0;0,292648129;1,33355286;-1,973634927;-1,32864099
2748;500;Achillea_millefolium;9;8;6;4;1;0,954242509;0,84509804;0,698970004;32000;Besancon;0,382193844;0;0;0;;0;0;;1;0;0;0,078168921;0,018324845;0;0;0;0;0;0;0;0;0,01486491;0;0;0,832691229;0,050233143;0,005125831;0;0;0;0;-3,298;-0,339;-2,638;-3,103;0;0;0;0;0;0;0;0,74791031;0;0;0;0;0;1,904324698;0;-1,31489898;-1,479494482;1,237857447;-1,335209243
1074;500;Taraxacum_sp;18;14;9;5;1,278753601;1,176091259;1;0,77815125;23000;Rennes;0,335552138;768;0,110904733;0,619186877;0,822649629;0,061376641;153,4800035;135,1016558;0,351021518;1,763957036;0;0,489516851;0,171843481;0,000128146;0,001281458;0,1061047;0;0;0;0,109180198;0;0,109820927;0;0,002178478;0,004869539;0,004741394;0;0;0;0;0;1,064;0,896;3,767;-0,438;0;1,621674315;1,545168721;0;0,564406446;0;0,265793806;0,765130796;0;0;0;0,9737935;0,93830384;0;0;-0,330715022;2,037947426;-1,515391918;0,584669661
1089;500;Taraxacum_sp;12;9;6;3;1,113943352;1;0,84509804;0,602059991;21000;Rennes;0,328077858;713;0,105806416;0,599185196;0,780991646;0,056277927;159,2872946;201,0296096;0,402656239;1,488081241;0;0,452354577;0,197472635;0,000128146;0,000128146;0,066892093;0;0;0;0,151083866;0;0,089958332;0,00089702;0,003459936;0,030754985;0,004997685;0,000256292;0,001025166;0;0;0;1,052;2,497;2,004;0,135;0;1,660607249;1,18545852;0;0;0;0;0,815280415;0;0,478381111;0;1,444866122;0,836635986;0;0;0,27791248;1,215522647;-2,034823798;-1,294967426
1129;500;Taraxacum_sp;9;8;4;2;1;0,954242509;0,698970004;0,477121255;23000;Rennes;0,254865934;407;0,072141605;0,50449407;0,68350355;0,043699758;237,9265238;374,2022282;0,487061824;1,035790623;0,000128146;0,306012104;0,168511691;0,001281458;0,000512583;0,138781871;0;0;0;0,001153312;0;0,217078938;0,000640729;0,000384437;0,129555376;0,029473528;0,000384437;0;0;0;0,006150997;0,515;0,798;0,189;0,303;0;1,298959258;0;0;0;0;0,673169809;0,530084068;0;0,582997148;0;1,075673629;1,537173972;1,211299139;0,74367037;-0,772375402;-1,26165487;-0,4133319;-0,325735695
1190;500;Taraxacum_sp;6;6;5;4;0,84509804;0,84509804;0,77815125;0,698970004;21000;Paris;0,614119442;371;0,034758616;0,1524001;0,54574668;0,077705873;142,5905473;170,2785978;0,506919334;0,300639747;0;0,220282583;0,097518933;0;0,018709283;0,373288635;0;0;0;0,07970667;0,000128146;0,110974239;0;0;0,093290122;0,006022851;0;0;0;0;0;-1,449;-0,738;2,907;-1,777;0;0,663303699;1,096453937;0,289473062;0;0;0,063717556;0,412574245;0;0,299298077;0;1,909082098;0,109847357;0,074265832;0;-1,2473671;1,141732677;-0,34356168;-1,763038978
1197;500;Centaurea_sp;3;3;2;1;0,602059991;0,602059991;0,477121255;0,301029996;12100;Paris;0,046985649;1236;0,426373222;9,515722288;0,133032179;0,04825219;3185,845526;4867,620996;0,293365156;32,43644343;0,401480705;0,055487119;0,49771818;0,029986111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,015377493;5,786;-2,937;-1,159;-0,004;1,630029218;0;0;0;0;0;1,438095024;1,305363911;0;1,008485906;0,588960727;0;0;0;0;3,273800182;-1,950723502;1,000388851;0,545009243
1209;500;Taraxacum_sp;2;2;1;2;0,477121255;0,477121255;0,301029996;0,477121255;12100;Rennes;0,250319717;164;0,099684379;0,754030965;0,536543411;0,008125145;943,8143047;2202,885401;0,718516938;1,049426848;0;0,252831609;0,362908827;0,013967889;0,007688746;0,001281458;0,000256292;0;0;0,001537749;0;0,272437912;0,000512583;0,000640729;0,056896723;0,018068554;0,003203644;0,00243477;0;0,000384437;0,004997685;0,658;0,618;-2,779;2,293;0;0;0;0;0;0;1,963882086;0,825921253;0;0;0;0;0,561580073;0;0;0,38096281;-1,539585365;-0,159860386;0,553561107
1253;500;Taraxacum_sp;2;2;2;2;0,477121255;0,477121255;0,477121255;0,477121255;21000;Rennes;0,319812595;293;0,046582026;0,258232047;0,887964551;0,039412931;150,478294;104,7218204;0,518852456;0,497698419;0;0,232840868;0,114562321;0;0,000128146;0,145829889;0;0,00333179;0,000768875;0,336126361;0,000256292;0,1136653;0,00089702;0,003844373;0,043313271;0,003588082;0,000384437;0;0;0;0;-2,064;1,929;2,387;1,477;0;1,302801278;0,391472848;0;0;0;0,422904451;0,57355321;0;0;0;1,799536968;1,126927774;0;0;-0,972778022;0,373426634;-2,022658406;-0,707955168
1267;500;Taraxacum_sp;4;4;4;3;0,698970004;0,698970004;0,698970004;0,602059991;12220;Paris;0,153178431;1223;0,175085513;1,585478786;0,521283789;0,064312752;251,1804091;677,4799173;0,386213521;4,105187154;0,051770892;0,425315819;0,362396244;0,041262939;0,000640729;0;0;0;0;0;0;0,035880816;0;0;0,080859982;0,001409603;0;0;0;0;0;4,646;-1,875;0,419;-0,898;0,470132226;1,646840645;0;0,479354644;0;0;1,018485096;1,231446905;0;1,440523663;0;0;0;0;0;3,027133244;0,078660225;0,381704858;-0,093604276
1336;500;Taraxacum_sp;16;15;9;5;1,230448921;1,204119983;1;0,77815125;21000;Grenoble;0,202121038;0;0;0;;0;0;;1;0;0;0,000384437;0,000128146;0;0;0;0;0;0;0;0;0,037674857;0;0;0,961605876;0;0;0;0;0;0;-3,464;-1,975;-1,655;-3,356;0;0;0;0;0;0;0,305438844;0,410524881;0;0;0;0,76796186;0,749552;1,945907691;0;-2,023552271;-1,400190005;0,566443998;-0,912960652
1391;500;Taraxacum_sp;2;2;2;2;0,477121255;0,477121255;0,477121255;0,477121255;11210;Paris;0,763943055;257;0,025367488;0,091440371;0,527592591;0,055542055;148,3153358;176,1314266;0,658987762;0,138758831;0;0,120072589;0,102644764;0;0,032549026;0,454533055;0,007048017;0;0,002691061;0,000384437;0,219898145;0,01665895;0;0;0,043313271;0;0;0;0;0;0;-2,208;-2,240;2,455;-0,120;0;1,492729819;0;0;0;0,359051507;0,728492646;0,753344076;0;0;0;1,777856866;0;0;0;-0,700597479;-0,267916522;-1,408403656;0,091631818
1394;500;Leucanthemum_sp;22;18;11;7;1,361727836;1,278753601;1,079181246;0,903089987;12220;Rennes;0,328188196;461;0,075760527;0,42612288;0,739256496;0,038296813;200,3212061;530,3265141;0,596199488;0,714732046;0;0,355604518;0,203879924;0,000512583;0,000256292;0,094443434;0;0;0,000768875;0,120457026;0;0,125711003;0,001153312;0,004100665;0,081757003;0,004613248;0,001281458;0,001025166;0;0;0,003844373;-0,156;1,886;0,399;1,761;0;1,414263065;1,045623161;0;0;0;1,463481837;1,00262927;0;0,714762286;0;0,135281061;1,373144031;0;0;1,536477574;0,56656999;-1,573013502;0,253321323
1447;500;Taraxacum_sp;6;5;3;2;0,84509804;0,77815125;0,602059991;0,477121255;21000;Melun;0,565606892;203;0,017958966;0,073460375;0,741411257;0,045004616;109,615942;111,225424;0,669274085;0,109761272;0;0,149546116;0,046773207;0;0,004741394;0,322158472;0;0;0,000640729;0,218360396;0,023450676;0,030370548;0;0;0,203623632;0;0;0;0;0;0;-2,994;-1,156;2,973;-1,181;0;0;1,022049679;0;0;0;0;0,546875295;0;0,381614549;0,004299881;1,804269976;0;1,38347836;0;-1,222621956;-0,184494694;0,481960441;-2,341710505
1515;500;Taraxacum_sp;1;1;1;1;0,301029996;0,301029996;0,301029996;0,301029996;12220;Lyon;0,608614769;92;0,101293269;0,889474718;0,768045815;0,003658794;1810,68417;3647,603022;0,874660803;1,016936754;0;0,06061295;0,601259964;0,002947353;0,097390787;0,165564338;0;0;0,001025166;0,017812262;0;0,037418566;0;0,000256292;0,001281458;0,001025166;0,012814577;0;0;0;0;0,124;-1,672;-0,643;3,182;0;0;0;0;0;0;1,31526799;1,786508605;0;0;0;1,262775389;0,507262387;0;0;0,37513118;-1,00111507;-0,639884108;0,282989065
4776;500;Jacobaea_vulgaris;10;10;7;5;1,041392685;1,041392685;0,903089987;0,77815125;31000;Besancon;0,423020772;0;0;0;;0;0;;1;0;0;0,062535137;0,011276828;0,000128146;0,000512583;0,18824614;0;0,012045703;0;0,063688449;0;0,074708985;0;0;0,514505276;0,04818281;0,024347697;0;0;0;0;-4,594;-0,314;-1,410;-0,742;0;0;0;0;0;0;0;0,870979536;0;0;0;1,329088612;0;1,81875319;0;-1,461568161;-1,076909148;0,701120019;-1,536189213
1527;500;Taraxacum_sp;5;5;4;3;0,77815125;0,77815125;0,698970004;0,602059991;14200;Melun;0,543593071;1;0,000107123;0,000332083;1;0;83,59499999;;1;0,000332083;0;0,00089702;0,026782466;0;0,003459936;0,235660075;0,01486491;0;0;0,180172956;0,395457854;0,024347697;0;0;0,118022256;0;0;0;0;0;0;-5,123;-2,794;0,865;-0,407;0;0;0;0;0;0;0;0,371839485;0;0;0,910603773;1,905861695;0;1,091864651;0;-1,813901644;-1,158716301;0,767487657;-1,942174066
1541;500;Taraxacum_sp;4;3;3;2;0,698970004;0,602059991;0,602059991;0,477121255;12100;Melun;0,949092638;83;0,069133584;0,520259039;0,52601662;0,009861517;994,3518685;2634,209761;0,705816573;0,737102328;0;0,044082146;0,24885909;0,009739079;0,103926221;0,390332023;0,000640729;0;0;0,083422898;0;0,027166904;0;0;0,092008665;0;0;0;0;0;0;-0,414;-3,498;-0,044;1,479;0;0;0;0;0;0,44767809;1,502132217;0,206235852;0;0;0;1,707755949;0,936062347;0,978599891;0;-2,368470608;-1,325657385;-0,381012526;0,845671939
1545;500;Centaurea_sp;1;1;1;1;0,301029996;0,301029996;0,301029996;0,301029996;14100;Paris;0,04878204;1092;0,403781421;9,001562147;0,147664877;0,045296214;2715,359747;4510,461799;0,271234709;33,1873534;0,37162274;0,082910315;0,500537387;0,029729819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,015377493;5,779;-2,911;-1,139;0,003;1,578295168;0;0;0;0;0;1,337563717;1,461424096;0;1,008490403;0,748492912;0;0;0;0;3,266588178;-1,921283855;1,040712692;0,492800583
1553;500;Taraxacum_sp;7;7;6;4;0,903089987;0,903089987;0,84509804;0,698970004;21000;Melun;0,584540684;280;0,026112907;0,118187736;0,640867262;0,066408539;129,2155588;174,5747926;0,52119484;0,226763059;0;0,179404081;0,035880816;0;0,003588082;0,456455241;0;0;0;0,100978869;0,002562915;0,015121201;0;0;0,206186548;0,000128146;0;0;0;0;0;-1,804;-1,230;2,925;-2,192;0;0;0,918967345;0,455139629;0;0;0;0,497437807;0;0,145260636;0;1,770345521;0;1,487699368;0;-1,867756092;0,61146734;0,814580216;-2,352242074
5618;500;Hedera_helix;13;11;8;3;1,146128036;1,079181246;0,954242509;0,602059991;11220;Besancon;0,4627523;286;0,040427454;0,286760468;0,706980585;0,0384254;165,6135595;206,1519374;0,608870695;0,470971047;0;0,283330303;0,016915242;0,000256292;0;0,046645061;0;0,000256292;0;0,003459936;0;0,489132413;0;0;0,100209994;0,031652006;0,008201329;0;0;0;0,019606303;-1,486;0,703;-0,179;-0,636;0;0;1,674577902;0,773340121;0;0;0,879266696;0,979577729;0;0,704106874;0;0,748982545;1,247693977;0,749460572;0,609608547;-0,067232619;0,754412496;0,648071501;-0,212852836
1608;500;Leucanthemum_sp;2;2;2;2;0,477121255;0,477121255;0,477121255;0,477121255;31000;Angouleme;0,40247132;6;0,000501751;0,001632808;0,913384996;0,00050751;194,21;251,0731398;1;0,001632808;0;0,00909835;0,023450676;0;0,168255399;0,216694501;0,000512583;0;0,040750356;0;0,000128146;0,0621507;0;0,003716227;0,448253912;0,01243014;0,012814577;0,001794041;0;0;0;-5,114;0,031;-1,130;1,203;0;0;0;0;0;0;0;0,303141019;0;0;0;1,572273099;0;1,799363821;0;-2,385964065;-1,228518294;0,487990837;-1,990851411
1613;500;Leucanthemum_sp;15;12;9;5;1,204119983;1,113943352;1;0,77815125;23000;Rennes;0,184582783;104;0,041697984;0,258270451;0,852435478;0,011953833;513,1572973;1115,181896;0,697677535;0,370185993;0;0,159925924;0,096750058;0;0,02729505;0,054077516;0,009226496;0;0,001922187;0,075349714;0;0,476445982;0;0,003972519;0,075990443;0,018452991;0;0;0;0;0,001025166;-2,424;-0,622;0,420;2,537;0;0,625175478;0,531048625;0;0;0,570395194;1,384607939;0,626908736;0,162362475;0;0;1,063379386;1,713422567;0;0,583354742;-1,155799286;0,088337746;-0,311500562;2,077249652
1639;500;Leucanthemum_sp;16;14;8;3;1,230448921;1,176091259;0,954242509;0,602059991;23000;Rennes;0,335634158;798;0,116343702;0,657852039;0,814233316;0,062126255;154,0582588;152,7020399;0,348234453;1,889106704;0;0,507585404;0,178763352;0,000128146;0,001281458;0,088676874;0;0;0;0,102388472;0;0,109820927;0;0,002178478;0,004869539;0,004613248;0;0;0;0;0;1,292;0,852;3,731;-0,415;0;1,643688335;1,544154837;0;0,507129971;0;0,20454191;0,788902162;0;0;0;0,92126587;0,904296765;0;0;-0,220500176;2,053148217;-1,50233518;0,57141475
8425;500;Leucanthemum_sp;8;8;5;3;0,954242509;0,954242509;0,77815125;0,602059991;14100;Besancon;0,032264856;1365;0,213998956;2,277713673;0,398256543;0,059958431;365,9444372;1382,291311;0,498933679;4,565163202;0,010251662;0,776050798;0,135065644;0,001409603;0,001409603;0;0;0;0;0;0;0,046260624;0;0;0,014352327;0,011276828;0,000640729;0;0,003075499;0;0;4,473;0,038;-0,827;-0,999;0,836209755;1,455134912;0;0;0;0;1,427100648;1,491426996;0;1,050899977;0;0;0;0;0;3,37129657;-0,987056212;-0,311563453;0,322785762
1666;500;Leucanthemum_sp;27;18;13;6;1,447158031;1,278753601;1,146128036;0,84509804;12100;Rennes;0,334316761;332;0,070769909;0,402454817;0,733890482;0,027832283;214,3787184;583,3809348;0,66869921;0,601847305;0;0,304218064;0,205161382;0,000768875;0,000384437;0,149546116;0;0;0,000768875;0,141472933;0;0,133271603;0,000256292;0,003075499;0,043825854;0,005253977;0,001153312;0,000384437;0;0;0,010636099;-0,545;1,240;0,217;1,930;0;1,099410017;1,079107863;0,579327061;0;0;1,496781494;0,813212081;0;0;0;1,568186674;0,491780613;0;0;0,04440625;1,401982764;-0,73543394;-0,303636068
1668;500;Leucanthemum_sp;4;3;3;3;0,698970004;0,602059991;0,602059991;0,602059991;12100;Rennes;0,251389949;167;0,09889694;0,75319764;0,549718998;0,008286512;930,4322978;2174,710492;0,720632203;1,045190093;0;0,254881941;0,350863125;0,012558286;0,007560601;0,001281458;0,000256292;0;0;0,001537749;0;0,279870367;0,000512583;0,000640729;0,059972221;0,018581137;0,003075499;0,003588082;0;0,000384437;0,004997685;0,605;0,664;-2,774;2,273;0;0;0;0;0;0;1,965863821;0,819822191;0;0;0;0;0,520687684;0;0;0,36778449;-1,54647006;-0,155832868;0,539632026
1690;500;Leucanthemum_sp;16;11;8;6;1,230448921;1,079181246;0,954242509;0,84509804;12220;Rennes;0,328179525;458;0,075285445;0,423080431;0,742466094;0,038207627;199,6831088;525,0207858;0,5977479;0,707790744;0;0,354835644;0,203367341;0,000512583;0,000256292;0,096237475;0;0;0,000768875;0,120457026;0;0,125454711;0,001153312;0,004100665;0,081885149;0,004613248;0,001281458;0,001025166;0;0;0,004100665;-0,197;1,895;0,403;1,755;0;1,411162033;1,046386784;0;0;0;1,464657104;1,001220346;0;0,714762286;0;0,152945709;1,374287621;0;0;1,528040855;0,565188385;-1,573497593;0,252418719
1702;500;Taraxacum_sp;4;4;3;3;0,698970004;0,698970004;0,602059991;0,602059991;11100;Paris;0,011076635;1504;0,443831829;8,004260651;0,161914476;0,073755238;2591,842156;3551,240768;0,191666476;41,76140142;0,563072524;0,012942723;0,35009425;0,031780152;0;0;0;0;0;0;0,001922187;0;0;0;0;0,000128146;0;0;0;0;0,040494064;5,609;-3,240;-0,764;-0,087;1,674494085;0;0;0;0;0;1,31481298;1,412424546;0;0,372628268;0;0;0;0;0,916472388;2,573270054;-2,550363225;0,573401884;0,822942027
9170;500;Jacobaea_vulgaris;8;8;6;5;0,954242509;0,954242509;0,84509804;0,77815125;23000;Besancon;0,42281458;0;0;0;;0;0;;1;0;0;0,004741394;0,000640729;0;0;0,134040478;0;0,023322531;0;0,025116571;0;0,343558816;0;0;0,449919807;0,015633784;0,00243477;0;0;0;0;-4,925;-0,306;-1,379;-1,086;0;0;0;0;0;0;0;0,327521901;0;0;0;1,459571103;1,553299134;1,564335427;0;-2,820749448;-1,073349134;-0,262155723;-0,88557425
1726;500;Leucanthemum_sp;29;24;15;8;1,477121255;1,397940009;1,204119983;0,954242509;12100;Rennes;0,328285325;290;0,054038862;0,299918529;0,799596107;0,024647909;196,431537;586,8477934;0,709153337;0,422924794;0;0,269106122;0,184017329;0,000768875;0,000384437;0,196063032;0;0;0,001025166;0,124685837;0;0,115331195;0,000512583;0,002819207;0,084960647;0,007816892;0,001281458;0,001025166;0;0;0,010892391;-1,230;1,527;-0,115;1,807;0;1,03790479;0,722669767;0;0;0;1,517984658;0,884865082;0;0;0;1,274347921;1,44745424;0;0,433097018;0,182965972;-0,325057941;-1,410522303;0,689935491
1730;500;Leucanthemum_sp;31;24;16;8;1,505149978;1,397940009;1,230448921;0,954242509;12100;Rennes;0,32570535;305;0,057747063;0,325549834;0,779073968;0,027466709;180,2232169;534,3073147;0,676892941;0,480947302;0;0,288199842;0,181069976;0,000768875;0,000256292;0,184017329;0;0;0,00089702;0,117765965;0;0,119688151;0,001153312;0,003972519;0,082654023;0,006150997;0,001281458;0,001025166;0;0;0,010636099;-1,020;1,876;0,016;1,822;0;1,1400253;0,986695723;0;0;0;1,422757191;0,937012153;0;0,572784387;0;0,941359769;1,547311247;0;0;0,980092602;0,386145505;-1,64889855;0,281555385
9262;500;Cirsium_arvense;25;20;12;6;1,414973348;1,322219295;1,113943352;0,84509804;21000;Besancon;0,463390481;208;0,029245527;0,217572334;0,748282138;0,03247655;160,7830202;188,5219619;0,642087783;0,338851384;0;0,221307749;0,013070869;0,000256292;0;0,161976256;0;0,000128146;0;0,115715632;0;0,245399154;0;0;0,135578227;0,051386455;0,011020536;0;0;0;0,044082146;-2,267;0,849;0,039;-0,446;0;0,307587855;1,240408867;0,463073056;0;0;0,515016241;0,716350419;0;0;0;1,626250675;1,130774111;1,05652435;1,015344477;-1,593556309;0,751150602;0,105245596;-0,593021018
11370;500;Hedera_helix;23;14;8;4;1,380211242;1,176091259;0,954242509;0,698970004;11220;Besancon;0,463136221;283;0,039861923;0,284099481;0,709742873;0,038245972;165,2559604;206,9401627;0,609422134;0,466178474;0;0,278460763;0,014480472;0,000256292;0;0,061253679;0;0,000256292;0;0,010251662;0;0,472089025;0;0;0,102644764;0,029986111;0,008329475;0;0;0;0,022041073;-1,562;0,708;-0,129;-0,589;0;0;1,657490802;0,728298339;0;0;0,891554181;0,987280853;0;0,76013374;0;0,969885534;1,053011337;0,907294447;0,748404725;-0,060296716;0,712387849;0,70836326;-0,346063697
